user_id,first_name,last_name,location,date,time,timezone,case,source
74639,,,Nu Orange,25/02/2022,16:44:29,+08:00,IN,mobile
74465,,,,25/02/2022,17:01:59,+08:00,OUT,mobile
88357,,,Office,25/02/2022,17:18:30,+08:00,OUT,mobile
74042,,,Office,25/02/2022,17:20:04,+08:00,OUT,mobile
88347,,,Office,25/02/2022,20:56:15,+08:00,OUT,mobile
88348,,,Office,25/02/2022,21:02:56,+08:00,OUT,mobile
74044,,,Clinic,25/02/2022,21:33:13,+08:00,OUT,mobile
74639,,,Nu Orange,25/02/2022,22:02:40,+08:00,OUT,mobile
74556,,,Nu Orange,25/02/2022,22:06:21,+08:00,OUT,mobile
90862,,,Nu Orange,25/02/2022,22:06:46,+08:00,OUT,mobile
91338,,,Clinic,25/02/2022,22:06:50,+08:00,OUT,mobile
79765,,,,25/02/2022,22:07:27,+08:00,OUT,mobile
83888,,,Gunung Catur,25/02/2022,22:08:44,+08:00,OUT,mobile
83884,,,,25/02/2022,22:09:03,+08:00,OUT,mobile
79738,,,Clinic,25/02/2022,22:11:44,+08:00,OUT,mobile
74465,,,,26/02/2022,7:41:53,+08:00,IN,mobile
74050,,,,26/02/2022,7:49:13,+08:00,IN,mobile
79738,,,Clinic,26/02/2022,7:51:47,+08:00,IN,mobile
88357,,,Office,26/02/2022,7:54:33,+08:00,IN,mobile
74042,,,Office,26/02/2022,7:54:44,+08:00,IN,mobile
91338,,,Clinic,26/02/2022,7:54:53,+08:00,IN,mobile
74556,,,,26/02/2022,7:58:00,+08:00,IN,mobile
83902,,,Office,26/02/2022,8:01:08,+08:00,IN,mobile
88348,,,Office,26/02/2022,8:05:37,+08:00,IN,mobile
88347,,,Office,26/02/2022,8:05:56,+08:00,IN,mobile
74053,,,Clinic,26/02/2022,8:21:17,+08:00,IN,mobile
74054,,,,26/02/2022,8:38:21,+08:00,IN,mobile
88347,,,Office,26/02/2022,13:15:32,+08:00,OUT,mobile
88357,,,Office,26/02/2022,13:16:28,+08:00,OUT,mobile
88348,,,Office,26/02/2022,13:19:10,+08:00,OUT,mobile
74042,,,Office,26/02/2022,13:20:07,+08:00,OUT,mobile
74049,,,Clinic,26/02/2022,14:42:19,+08:00,IN,mobile
90711,,,Nu Orange,26/02/2022,14:47:24,+08:00,IN,mobile
83893,,,Celuk,26/02/2022,14:48:17,+08:00,IN,mobile
74461,,,Gunung Catur,26/02/2022,14:51:00,+08:00,IN,mobile
74053,,,Clinic,26/02/2022,14:54:12,+08:00,OUT,mobile
83885,,,Nu Orange,26/02/2022,14:54:14,+08:00,IN,mobile
83884,,,,26/02/2022,14:56:17,+08:00,IN,mobile
90862,,,Nu Orange,26/02/2022,14:56:48,+08:00,IN,mobile
90710,,,,26/02/2022,14:58:34,+08:00,IN,mobile
74465,,,,26/02/2022,15:01:28,+08:00,OUT,mobile
74050,,,,26/02/2022,15:01:44,+08:00,OUT,mobile
74556,,,Nu Orange,26/02/2022,15:03:00,+08:00,OUT,mobile
74054,,,,26/02/2022,15:04:13,+08:00,OUT,mobile
79738,,,Clinic,26/02/2022,15:10:54,+08:00,OUT,mobile
91338,,,Clinic,26/02/2022,15:11:11,+08:00,OUT,mobile
84541,,,Clinic,26/02/2022,15:29:25,+08:00,IN,mobile
75218,,,,25/02/2022,21:15:00,+08:00,OUT,frontend
84509,,,,22/02/2022,19:05:00,+08:00,OUT,frontend
84509,,,,23/02/2022,19:15:00,+08:00,OUT,frontend
90862,,,,08/02/2022,15:00:00,+08:00,IN,frontend
90862,,,,08/02/2022,22:05:00,+08:00,OUT,frontend
90862,,,,16/02/2022,22:05:00,+08:00,OUT,frontend
90862,,,,22/02/2022,14:55:00,+08:00,IN,frontend
90862,,,,20/02/2022,15:00:00,+08:00,IN,frontend
90862,,,,20/02/2022,22:05:00,+08:00,OUT,frontend
84541,,,Clinic,26/02/2022,21:32:54,+08:00,OUT,mobile
90710,,,,26/02/2022,22:01:35,+08:00,OUT,mobile
83893,,,,26/02/2022,22:02:07,+08:00,OUT,mobile
74049,,,Clinic,26/02/2022,22:02:10,+08:00,OUT,mobile
83884,,,,26/02/2022,22:03:01,+08:00,OUT,mobile
90711,,,Nu Orange,26/02/2022,22:03:58,+08:00,OUT,mobile
90862,,,Nu Orange,26/02/2022,22:04:34,+08:00,OUT,mobile
74461,,,Gunung Catur,26/02/2022,22:04:53,+08:00,OUT,mobile
83885,,,Nu Orange,26/02/2022,22:04:55,+08:00,OUT,mobile
74049,,,Clinic,27/02/2022,7:42:16,+08:00,IN,mobile
74556,,,Nu Orange,27/02/2022,7:43:53,+08:00,IN,mobile
74465,,,,27/02/2022,7:51:26,+08:00,IN,mobile
83893,,,,27/02/2022,8:01:02,+08:00,IN,mobile
74054,,,,27/02/2022,8:16:30,+08:00,IN,mobile
87864,,,,27/02/2022,8:29:10,+08:00,IN,mobile
91338,,,Clinic,27/02/2022,14:34:55,+08:00,IN,mobile
87864,,,Clinic,27/02/2022,14:40:04,+08:00,OUT,mobile
90711,,,Nu Orange,27/02/2022,14:48:10,+08:00,IN,mobile
83885,,,Nu Orange,27/02/2022,14:51:09,+08:00,IN,mobile
79738,,,,27/02/2022,14:53:43,+08:00,IN,mobile
83884,,,,27/02/2022,14:54:48,+08:00,IN,mobile
74556,,,Nu Orange,27/02/2022,15:02:04,+08:00,OUT,mobile
74465,,,,27/02/2022,15:02:21,+08:00,OUT,mobile
74050,,,Clinic,27/02/2022,15:03:21,+08:00,IN,mobile
74054,,,,27/02/2022,15:04:17,+08:00,OUT,mobile
74461,,,Gunung Catur,27/02/2022,15:27:07,+08:00,IN,mobile
84541,,,Clinic,27/02/2022,15:29:03,+08:00,IN,mobile
83893,,,,27/02/2022,15:29:32,+08:00,OUT,mobile
74049,,,,27/02/2022,15:05:00,+08:00,OUT,frontend
74639,,,Nu Orange,27/02/2022,16:37:58,+08:00,IN,mobile
84541,,,Clinic,27/02/2022,21:32:59,+08:00,OUT,mobile
74639,,,Nu Orange,27/02/2022,22:01:03,+08:00,OUT,mobile
74050,,,Clinic,27/02/2022,22:01:04,+08:00,OUT,mobile
91338,,,Clinic,27/02/2022,22:01:24,+08:00,OUT,mobile
83884,,,,27/02/2022,22:01:28,+08:00,OUT,mobile
90711,,,Nu Orange,27/02/2022,22:02:05,+08:00,OUT,mobile
83885,,,Nu Orange,27/02/2022,22:02:57,+08:00,OUT,mobile
79738,,,,27/02/2022,22:03:08,+08:00,OUT,mobile
74049,,,,28/02/2022,7:52:41,+08:00,IN,mobile
91338,,,Clinic,28/02/2022,7:53:03,+08:00,IN,mobile
74465,,,,28/02/2022,7:54:11,+08:00,IN,mobile
79765,,,Clinic,28/02/2022,7:56:21,+08:00,IN,mobile
74054,,,,28/02/2022,8:08:09,+08:00,IN,mobile
88348,,,,28/02/2022,8:45:59,+08:00,IN,mobile
83902,,,Office,28/02/2022,9:15:50,+08:00,IN,mobile
92930,,,,18/02/2022,15:00:00,+08:00,IN,frontend
92930,,,,19/02/2022,15:00:00,+08:00,IN,frontend
92930,,,,18/02/2022,22:00:00,+08:00,OUT,frontend
92930,,,,19/02/2022,22:00:00,+08:00,OUT,frontend
92930,,,Nu Orange,28/02/2022,13:56:12,+08:00,OUT,mobile
83885,,,Nu Orange,28/02/2022,14:10:58,+08:00,IN,mobile
74461,,,Gunung Catur,28/02/2022,14:36:01,+08:00,IN,mobile
83893,,,Nu Orange,28/02/2022,14:43:15,+08:00,IN,mobile
90862,,,Nu Orange,28/02/2022,14:51:35,+08:00,IN,mobile
83884,,,,28/02/2022,14:53:45,+08:00,IN,mobile
74054,,,,28/02/2022,14:57:10,+08:00,OUT,mobile
79738,,,,28/02/2022,14:59:09,+08:00,IN,mobile
90710,,,Nu Orange,28/02/2022,14:59:17,+08:00,IN,mobile
74049,,,,28/02/2022,15:03:56,+08:00,OUT,mobile
91338,,,Clinic,28/02/2022,15:07:38,+08:00,OUT,mobile
79765,,,Clinic,28/02/2022,15:11:13,+08:00,OUT,mobile
84541,,,Clinic,28/02/2022,15:15:13,+08:00,IN,mobile
74465,,,,28/02/2022,16:18:05,+08:00,OUT,mobile
74639,,,,28/02/2022,16:36:28,+08:00,IN,mobile
88348,,,Office,28/02/2022,18:56:10,+08:00,OUT,mobile
84541,,,Clinic,28/02/2022,21:39:54,+08:00,OUT,mobile
74461,,,Gunung Catur,28/02/2022,22:01:06,+08:00,OUT,mobile
74639,,,Nu Orange,28/02/2022,22:01:55,+08:00,OUT,mobile
79738,,,,28/02/2022,22:06:38,+08:00,OUT,mobile
83884,,,,28/02/2022,22:06:48,+08:00,OUT,mobile
90710,,,Nu Orange,28/02/2022,22:14:32,+08:00,OUT,mobile
83885,,,Nu Orange,28/02/2022,22:14:34,+08:00,OUT,mobile
90862,,,Nu Orange,28/02/2022,22:19:04,+08:00,OUT,mobile
83893,,,Nu Orange,28/02/2022,22:20:20,+08:00,OUT,mobile
74049,,,Clinic,01/03/2022,7:42:35,+08:00,IN,mobile
74042,,,Office,01/03/2022,7:42:35,+08:00,IN,mobile
74465,,,,01/03/2022,7:45:16,+08:00,IN,mobile
74461,,,Gunung Catur,01/03/2022,7:53:51,+08:00,IN,mobile
83885,,,Nu Orange,01/03/2022,7:55:27,+08:00,IN,mobile
88357,,,Office,01/03/2022,7:56:07,+08:00,IN,mobile
74050,,,Clinic,01/03/2022,7:56:25,+08:00,IN,mobile
88347,,,Office,01/03/2022,7:58:50,+08:00,IN,mobile
74556,,,Nu Orange,01/03/2022,7:59:27,+08:00,IN,mobile
88348,,,,01/03/2022,8:00:31,+08:00,IN,mobile
83902,,,Office,01/03/2022,8:19:10,+08:00,IN,mobile
84541,,,Clinic,01/03/2022,8:27:49,+08:00,IN,mobile
83902,,,,28/02/2022,18:00:00,+08:00,OUT,frontend
91338,,,,01/03/2022,8:53:57,+08:00,IN,mobile
79765,,,Gunung Catur,01/03/2022,10:20:33,+08:00,IN,mobile
74465,,,,08/02/2022,15:05:00,+08:00,OUT,frontend
79738,,,,09/02/2022,15:10:00,+08:00,OUT,frontend
79738,,,,15/02/2022,22:00:00,+08:00,OUT,frontend
79738,,,,22/02/2022,15:00:00,+08:00,OUT,frontend
79765,,,,05/02/2022,7:55:00,+08:00,IN,frontend
79765,,,,05/02/2022,15:05:00,+08:00,OUT,frontend
83893,,,,08/02/2022,15:10:00,+08:00,OUT,frontend
83888,,,,23/02/2022,15:00:00,+08:00,IN,frontend
83888,,,,23/02/2022,22:10:00,+08:00,OUT,frontend
84541,,,Clinic,01/03/2022,14:31:10,+08:00,OUT,mobile
83893,,,Nu Orange,01/03/2022,14:35:13,+08:00,IN,mobile
79738,,,Clinic,01/03/2022,14:41:05,+08:00,IN,mobile
90710,,,,01/03/2022,14:56:44,+08:00,IN,mobile
83884,,,,01/03/2022,14:59:21,+08:00,IN,mobile
91338,,,,01/03/2022,15:05:39,+08:00,OUT,mobile
93607,,,Clinic,01/03/2022,15:07:12,+08:00,IN,mobile
74049,,,Clinic,01/03/2022,15:16:58,+08:00,OUT,mobile
74050,,,Clinic,01/03/2022,15:17:40,+08:00,OUT,mobile
74054,,,Gunung Catur,01/03/2022,15:23:21,+08:00,IN,mobile
74465,,,,01/03/2022,15:25:13,+08:00,OUT,mobile
79765,,,Gunung Catur,01/03/2022,17:04:04,+08:00,OUT,mobile
88347,,,Office,01/03/2022,17:06:08,+08:00,OUT,mobile
83902,,,Office,01/03/2022,17:07:43,+08:00,OUT,mobile
74042,,,Office,01/03/2022,17:10:35,+08:00,OUT,mobile
88357,,,,01/03/2022,17:40:05,+08:00,OUT,mobile
90862,,,Nu Orange,01/03/2022,17:52:28,+08:00,IN,mobile
88348,,,Office,01/03/2022,19:47:36,+08:00,OUT,mobile
93607,,,Clinic,01/03/2022,21:34:55,+08:00,OUT,mobile
74054,,,Gunung Catur,01/03/2022,22:01:22,+08:00,OUT,mobile
90710,,,,01/03/2022,22:05:34,+08:00,OUT,mobile
83884,,,,01/03/2022,22:12:03,+08:00,OUT,mobile
83885,,,Nu Orange,01/03/2022,22:23:08,+08:00,OUT,mobile
74556,,,Nu Orange,01/03/2022,22:23:24,+08:00,OUT,mobile
79738,,,Clinic,01/03/2022,22:39:16,+08:00,OUT,mobile
90862,,,,01/03/2022,23:14:16,+08:00,OUT,mobile
83893,,,,01/03/2022,23:49:42,+08:00,OUT,mobile
74049,,,Clinic,02/03/2022,7:40:34,+08:00,IN,mobile
74465,,,,02/03/2022,7:48:47,+08:00,IN,mobile
88347,,,Office,02/03/2022,7:52:52,+08:00,IN,mobile
90862,,,Nu Orange,02/03/2022,7:54:14,+08:00,IN,mobile
74042,,,Office,02/03/2022,7:56:55,+08:00,IN,mobile
83885,,,Nu Orange,02/03/2022,7:57:38,+08:00,IN,mobile
74461,,,Gunung Catur,02/03/2022,7:58:43,+08:00,IN,mobile
88357,,,Office,02/03/2022,8:01:00,+08:00,IN,mobile
83893,,,,02/03/2022,8:04:39,+08:00,IN,mobile
83902,,,Office,02/03/2022,8:05:08,+08:00,IN,mobile
87864,,,Clinic,02/03/2022,8:31:19,+08:00,IN,mobile
79765,,,Gunung Catur,02/03/2022,9:15:23,+08:00,IN,mobile
87864,,,Clinic,02/03/2022,14:38:01,+08:00,OUT,mobile
83884,,,,02/03/2022,14:48:55,+08:00,IN,mobile
90710,,,Nu Orange,02/03/2022,14:55:07,+08:00,IN,mobile
90711,,,,02/03/2022,14:55:23,+08:00,IN,mobile
91338,,,Clinic,02/03/2022,14:58:11,+08:00,IN,mobile
74556,,,Nu Orange,02/03/2022,14:58:45,+08:00,IN,mobile
83902,,,Office,02/03/2022,15:03:23,+08:00,OUT,mobile
88347,,,Office,02/03/2022,15:03:28,+08:00,OUT,mobile
74049,,,Clinic,02/03/2022,15:05:29,+08:00,OUT,mobile
88357,,,Office,02/03/2022,15:06:20,+08:00,OUT,mobile
74042,,,Office,02/03/2022,15:08:12,+08:00,OUT,mobile
83888,,,Gunung Catur,02/03/2022,15:08:42,+08:00,IN,mobile
90862,,,Nu Orange,02/03/2022,15:09:38,+08:00,OUT,mobile
83885,,,Nu Orange,02/03/2022,15:14:57,+08:00,OUT,mobile
74461,,,Gunung Catur,02/03/2022,15:23:01,+08:00,OUT,mobile
84541,,,Clinic,02/03/2022,15:26:21,+08:00,IN,mobile
83893,,,,02/03/2022,16:07:13,+08:00,OUT,mobile
79765,,,Gunung Catur,02/03/2022,17:05:36,+08:00,OUT,mobile
74465,,,,02/03/2022,17:36:47,+08:00,OUT,mobile
84541,,,Clinic,02/03/2022,21:31:15,+08:00,OUT,mobile
90710,,,Nu Orange,02/03/2022,22:01:20,+08:00,OUT,mobile
74556,,,Nu Orange,02/03/2022,22:01:27,+08:00,OUT,mobile
91338,,,Clinic,02/03/2022,22:02:26,+08:00,OUT,mobile
83888,,,Gunung Catur,02/03/2022,22:10:14,+08:00,OUT,mobile
90711,,,Celuk,02/03/2022,22:14:12,+08:00,OUT,mobile
83884,,,,02/03/2022,22:24:15,+08:00,OUT,mobile
83885,,,Nu Orange,04/03/2022,7:40:44,+08:00,IN,mobile
88348,,,,04/03/2022,7:41:22,+08:00,IN,mobile
83888,,,Gunung Catur,04/03/2022,7:46:47,+08:00,IN,mobile
91338,,,Clinic,04/03/2022,7:47:43,+08:00,IN,mobile
74465,,,,04/03/2022,7:54:08,+08:00,IN,mobile
74042,,,Office,04/03/2022,7:56:57,+08:00,IN,mobile
79765,,,,04/03/2022,7:58:28,+08:00,IN,mobile
88357,,,,04/03/2022,8:01:08,+08:00,IN,mobile
74050,,,,04/03/2022,8:03:29,+08:00,IN,mobile
88347,,,Office,04/03/2022,8:09:32,+08:00,IN,mobile
83902,,,Office,04/03/2022,8:10:22,+08:00,IN,mobile
84541,,,Clinic,04/03/2022,8:26:48,+08:00,IN,mobile
90710,,,Gunung Catur,04/03/2022,9:35:57,+08:00,IN,mobile
74049,,,Clinic,04/03/2022,14:42:55,+08:00,IN,mobile
74461,,,,04/03/2022,14:48:43,+08:00,IN,mobile
83884,,,,04/03/2022,14:55:39,+08:00,IN,mobile
79738,,,,04/03/2022,14:58:42,+08:00,IN,mobile
74556,,,,04/03/2022,14:59:58,+08:00,IN,mobile
90862,,,Nu Orange,04/03/2022,15:02:58,+08:00,IN,mobile
74050,,,,04/03/2022,15:07:07,+08:00,OUT,mobile
74465,,,,04/03/2022,15:10:10,+08:00,OUT,mobile
79765,,,Clinic,04/03/2022,15:46:20,+08:00,OUT,mobile
83888,,,Gunung Catur,04/03/2022,16:04:14,+08:00,OUT,mobile
83885,,,Nu Orange,04/03/2022,16:05:45,+08:00,OUT,mobile
91338,,,,04/03/2022,16:18:53,+08:00,OUT,mobile
90711,,,Nu Orange,04/03/2022,16:26:13,+08:00,IN,mobile
90710,,,Gunung Catur,04/03/2022,17:02:40,+08:00,OUT,mobile
88347,,,Office,04/03/2022,17:03:58,+08:00,OUT,mobile
88348,,,Office,04/03/2022,17:05:43,+08:00,OUT,mobile
88357,,,Office,04/03/2022,17:06:25,+08:00,OUT,mobile
74042,,,Office,04/03/2022,17:07:05,+08:00,OUT,mobile
84541,,,Clinic,04/03/2022,21:31:26,+08:00,OUT,mobile
74556,,,Nu Orange,04/03/2022,22:03:12,+08:00,OUT,mobile
74049,,,Clinic,04/03/2022,22:03:26,+08:00,OUT,mobile
90862,,,Nu Orange,04/03/2022,22:03:48,+08:00,OUT,mobile
90711,,,Nu Orange,04/03/2022,22:04:11,+08:00,OUT,mobile
79738,,,,04/03/2022,22:05:38,+08:00,OUT,mobile
83884,,,,04/03/2022,22:06:00,+08:00,OUT,mobile
74461,,,Gunung Catur,04/03/2022,22:07:29,+08:00,OUT,mobile
74042,,,Office,05/03/2022,7:41:04,+08:00,IN,mobile
79738,,,Clinic,05/03/2022,7:45:05,+08:00,IN,mobile
92930,,,Nu Orange,05/03/2022,7:49:19,+08:00,IN,mobile
91338,,,,05/03/2022,7:53:32,+08:00,IN,mobile
74138,,,,01/03/2022,18:31:43,+08:00,OUT,mobile
83884,,,,05/03/2022,7:55:32,+08:00,IN,mobile
88347,,,Office,05/03/2022,7:58:21,+08:00,IN,mobile
79765,,,,05/03/2022,7:58:58,+08:00,IN,mobile
88357,,,Office,05/03/2022,8:00:09,+08:00,IN,mobile
83888,,,Gunung Catur,05/03/2022,8:00:19,+08:00,IN,mobile
88348,,,,05/03/2022,8:01:44,+08:00,IN,mobile
83902,,,,04/03/2022,17:00:00,+08:00,OUT,frontend
83902,,,,05/03/2022,8:00:00,+08:00,IN,frontend
74050,,,Gunung Catur,05/03/2022,10:07:19,+08:00,IN,mobile
88357,,,Office,05/03/2022,13:20:31,+08:00,OUT,mobile
74042,,,Office,05/03/2022,13:28:10,+08:00,OUT,mobile
88348,,,Office,05/03/2022,13:43:19,+08:00,OUT,mobile
88347,,,Office,05/03/2022,13:43:44,+08:00,OUT,mobile
92930,,,Nu Orange,05/03/2022,13:59:34,+08:00,OUT,mobile
83885,,,Nu Orange,05/03/2022,14:07:25,+08:00,IN,mobile
74049,,,,05/03/2022,14:39:05,+08:00,IN,mobile
83893,,,Nu Orange,05/03/2022,14:40:44,+08:00,IN,mobile
90711,,,Nu Orange,05/03/2022,14:43:26,+08:00,IN,mobile
74465,,,,05/03/2022,14:52:45,+08:00,IN,mobile
91338,,,,05/03/2022,15:01:54,+08:00,OUT,mobile
79765,,,Clinic,05/03/2022,15:10:37,+08:00,OUT,mobile
79738,,,Clinic,05/03/2022,15:11:56,+08:00,OUT,mobile
74054,,,Gunung Catur,05/03/2022,15:18:33,+08:00,IN,mobile
84541,,,Clinic,05/03/2022,15:27:36,+08:00,IN,mobile
83888,,,Gunung Catur,05/03/2022,15:28:16,+08:00,OUT,mobile
83884,,,,05/03/2022,15:40:29,+08:00,OUT,mobile
74050,,,Gunung Catur,05/03/2022,17:01:15,+08:00,OUT,mobile
83902,,,,05/03/2022,14:35:00,+08:00,OUT,frontend
84541,,,Clinic,05/03/2022,21:32:33,+08:00,OUT,mobile
74465,,,,05/03/2022,22:00:36,+08:00,OUT,mobile
74049,,,,05/03/2022,22:03:00,+08:00,OUT,mobile
74054,,,Gunung Catur,05/03/2022,22:04:27,+08:00,OUT,mobile
83893,,,Nu Orange,05/03/2022,22:04:29,+08:00,OUT,mobile
90711,,,Nu Orange,05/03/2022,22:04:41,+08:00,OUT,mobile
83885,,,Nu Orange,05/03/2022,22:06:50,+08:00,OUT,mobile
74049,,,Clinic,06/03/2022,7:38:44,+08:00,IN,mobile
74050,,,,06/03/2022,7:51:29,+08:00,IN,mobile
90862,,,Nu Orange,06/03/2022,7:56:09,+08:00,IN,mobile
83885,,,Nu Orange,06/03/2022,7:56:09,+08:00,IN,mobile
74465,,,,06/03/2022,7:57:34,+08:00,IN,mobile
74461,,,Gunung Catur,06/03/2022,8:04:06,+08:00,IN,mobile
74053,,,Clinic,06/03/2022,8:30:17,+08:00,IN,mobile
79738,,,Gunung Catur,06/03/2022,9:28:53,+08:00,IN,mobile
74053,,,Clinic,06/03/2022,14:38:44,+08:00,OUT,mobile
83893,,,Nu Orange,06/03/2022,14:39:50,+08:00,IN,mobile
90710,,,,06/03/2022,14:43:23,+08:00,IN,mobile
83884,,,,06/03/2022,14:55:20,+08:00,IN,mobile
74054,,,Gunung Catur,06/03/2022,14:58:37,+08:00,IN,mobile
79765,,,Clinic,06/03/2022,15:04:24,+08:00,IN,mobile
74050,,,,06/03/2022,15:04:53,+08:00,OUT,mobile
74465,,,,06/03/2022,15:05:44,+08:00,OUT,mobile
74049,,,Clinic,06/03/2022,15:10:11,+08:00,OUT,mobile
90862,,,Nu Orange,06/03/2022,15:13:55,+08:00,OUT,mobile
74461,,,Gunung Catur,06/03/2022,15:18:29,+08:00,OUT,mobile
87864,,,Clinic,06/03/2022,15:42:17,+08:00,IN,mobile
79738,,,Gunung Catur,06/03/2022,17:01:55,+08:00,OUT,mobile
87864,,,Clinic,06/03/2022,21:39:58,+08:00,OUT,mobile
74054,,,Gunung Catur,06/03/2022,22:01:50,+08:00,OUT,mobile
83893,,,Nu Orange,06/03/2022,22:02:21,+08:00,OUT,mobile
83885,,,Nu Orange,06/03/2022,22:02:37,+08:00,OUT,mobile
79765,,,Clinic,06/03/2022,22:02:56,+08:00,OUT,mobile
90710,,,,06/03/2022,22:03:57,+08:00,OUT,mobile
83884,,,,06/03/2022,22:08:29,+08:00,OUT,mobile
74461,,,Gunung Catur,07/03/2022,7:54:56,+08:00,IN,mobile
74054,,,,07/03/2022,7:55:07,+08:00,IN,mobile
88348,,,Office,07/03/2022,7:56:30,+08:00,IN,mobile
74050,,,Clinic,07/03/2022,7:56:58,+08:00,IN,mobile
90710,,,Nu Orange,07/03/2022,7:58:03,+08:00,IN,mobile
74042,,,Office,07/03/2022,7:58:31,+08:00,IN,mobile
74556,,,Nu Orange,07/03/2022,7:58:54,+08:00,IN,mobile
88357,,,Office,07/03/2022,8:00:40,+08:00,IN,mobile
79765,,,,07/03/2022,8:05:21,+08:00,IN,mobile
88347,,,Office,07/03/2022,8:08:09,+08:00,IN,mobile
84541,,,Clinic,07/03/2022,8:31:00,+08:00,IN,mobile
84541,,,Clinic,07/03/2022,14:31:13,+08:00,OUT,mobile
83893,,,,07/03/2022,14:39:54,+08:00,IN,mobile
74049,,,Clinic,07/03/2022,14:40:11,+08:00,IN,mobile
83884,,,,07/03/2022,14:44:43,+08:00,IN,mobile
90711,,,,07/03/2022,14:46:15,+08:00,IN,mobile
90862,,,Nu Orange,07/03/2022,14:51:15,+08:00,IN,mobile
83885,,,Nu Orange,07/03/2022,14:51:50,+08:00,IN,mobile
74054,,,,07/03/2022,15:02:37,+08:00,OUT,mobile
74050,,,Clinic,07/03/2022,15:02:53,+08:00,OUT,mobile
90710,,,Nu Orange,07/03/2022,15:02:56,+08:00,OUT,mobile
79765,,,,07/03/2022,15:06:02,+08:00,OUT,mobile
74556,,,Nu Orange,07/03/2022,15:24:41,+08:00,OUT,mobile
84932,,,Clinic,07/03/2022,15:26:17,+08:00,IN,mobile
74639,,,Nu Orange,07/03/2022,16:36:43,+08:00,IN,mobile
88347,,,Office,07/03/2022,17:03:08,+08:00,OUT,mobile
88348,,,Office,07/03/2022,17:03:19,+08:00,OUT,mobile
74042,,,Office,07/03/2022,17:05:03,+08:00,OUT,mobile
88357,,,,07/03/2022,17:05:18,+08:00,OUT,mobile
90711,,,Celuk,07/03/2022,22:03:11,+08:00,OUT,mobile
74461,,,Gunung Catur,07/03/2022,22:03:43,+08:00,OUT,mobile
83884,,,,07/03/2022,22:04:55,+08:00,OUT,mobile
74639,,,Nu Orange,07/03/2022,22:05:41,+08:00,OUT,mobile
83893,,,Nu Orange,07/03/2022,22:23:00,+08:00,OUT,mobile
74049,,,Clinic,07/03/2022,22:36:56,+08:00,OUT,mobile
90862,,,Nu Orange,07/03/2022,22:40:48,+08:00,OUT,mobile
83885,,,Nu Orange,07/03/2022,22:44:21,+08:00,OUT,mobile
84932,,,,07/03/2022,22:58:08,+08:00,OUT,mobile
74049,,,Clinic,08/03/2022,7:41:20,+08:00,IN,mobile
88347,,,Gunung Catur,08/03/2022,7:44:23,+08:00,IN,mobile
74050,,,Clinic,08/03/2022,7:49:36,+08:00,IN,mobile
91338,,,,08/03/2022,7:57:08,+08:00,IN,mobile
74556,,,Nu Orange,08/03/2022,8:00:53,+08:00,IN,mobile
88357,,,Office,08/03/2022,8:03:44,+08:00,IN,mobile
83888,,,Gunung Catur,08/03/2022,8:03:41,+08:00,OUT,mobile
83888,,,Gunung Catur,08/03/2022,8:03:45,+08:00,IN,mobile
88348,,,Office,08/03/2022,8:05:46,+08:00,IN,mobile
74054,,,,08/03/2022,8:09:07,+08:00,IN,mobile
74042,,,Office,08/03/2022,8:15:40,+08:00,IN,mobile
87864,,,,08/03/2022,8:26:01,+08:00,IN,mobile
74461,,,Gunung Catur,08/03/2022,14:27:31,+08:00,IN,mobile
90711,,,Nu Orange,08/03/2022,14:35:46,+08:00,IN,mobile
87864,,,Clinic,08/03/2022,14:37:21,+08:00,OUT,mobile
90710,,,Nu Orange,08/03/2022,14:45:34,+08:00,IN,mobile
83884,,,,08/03/2022,14:50:23,+08:00,IN,mobile
83885,,,Nu Orange,08/03/2022,14:52:33,+08:00,IN,mobile
83893,,,Celuk,08/03/2022,14:58:19,+08:00,IN,mobile
79738,,,Clinic,08/03/2022,15:00:53,+08:00,IN,mobile
74050,,,Clinic,08/03/2022,15:02:12,+08:00,OUT,mobile
74049,,,Clinic,08/03/2022,15:03:06,+08:00,OUT,mobile
74556,,,Nu Orange,08/03/2022,15:03:10,+08:00,OUT,mobile
91338,,,,08/03/2022,15:04:48,+08:00,OUT,mobile
74054,,,,08/03/2022,15:06:02,+08:00,OUT,mobile
74042,,,Office,08/03/2022,15:13:00,+08:00,OUT,mobile
83888,,,Gunung Catur,08/03/2022,15:26:54,+08:00,OUT,mobile
84541,,,Clinic,08/03/2022,15:29:32,+08:00,IN,mobile
74639,,,Nu Orange,08/03/2022,16:42:59,+08:00,IN,mobile
88357,,,Office,08/03/2022,17:07:23,+08:00,OUT,mobile
88348,,,Office,08/03/2022,17:07:55,+08:00,OUT,mobile
88347,,,Gunung Catur,08/03/2022,17:08:11,+08:00,OUT,mobile
75218,,,,08/03/2022,8:00:00,+08:00,IN,frontend
75218,,,,08/03/2022,16:15:00,+08:00,OUT,frontend
84541,,,Clinic,08/03/2022,21:32:05,+08:00,OUT,mobile
74639,,,Nu Orange,08/03/2022,22:01:44,+08:00,OUT,mobile
83884,,,,08/03/2022,22:02:46,+08:00,OUT,mobile
83893,,,,08/03/2022,22:03:13,+08:00,OUT,mobile
90710,,,Nu Orange,08/03/2022,22:06:45,+08:00,OUT,mobile
